;;EPA SWMM Time Series Data
;;
1/1/2004	0:00	5542.8779
1/2/2004	0:00	2800
1/3/2004	0:00	2800
1/4/2004	0:00	2800
1/5/2004	0:00	2800
1/6/2004	0:00	6408.5533
1/7/2004	0:00	4816.5944
1/8/2004	0:00	2800
1/9/2004	0:00	3340.2559
1/10/2004	0:00	4925.9057
1/11/2004	0:00	3316.1974
1/12/2004	0:00	5078.5987
1/13/2004	0:00	3466.5655
1/14/2004	0:00	2800
1/15/2004	0:00	4721.9298
1/16/2004	0:00	6407.9834
1/17/2004	0:00	4938.6653
1/18/2004	0:00	2800
1/19/2004	0:00	5755.3982
1/20/2004	0:00	3780.723
1/21/2004	0:00	6301.0132
1/22/2004	0:00	5126.3485
1/23/2004	0:00	2800
1/24/2004	0:00	2800
1/25/2004	0:00	2800
1/26/2004	0:00	4687.6279
1/27/2004	0:00	6215.7964
1/28/2004	0:00	3425.5046
1/29/2004	0:00	2800
1/30/2004	0:00	3396.9618
1/31/2004	0:00	2800
2/1/2004	0:00	6515.1738
2/2/2004	0:00	6111.235
2/3/2004	0:00	2800
2/4/2004	0:00	2800
2/5/2004	0:00	2800
2/6/2004	0:00	2800
2/7/2004	0:00	6011.0626
2/8/2004	0:00	6341.0977
2/9/2004	0:00	2800
2/10/2004	0:00	2800
2/11/2004	0:00	4869.7846
2/12/2004	0:00	3179.0918
2/13/2004	0:00	6406.3217
2/14/2004	0:00	3534.178
2/15/2004	0:00	2800
2/16/2004	0:00	3444.5044
2/17/2004	0:00	2869.1658
2/18/2004	0:00	3668.3994
2/19/2004	0:00	2800
2/20/2004	0:00	4762.067
2/21/2004	0:00	2800
2/22/2004	0:00	2912.5954
2/23/2004	0:00	2800
2/24/2004	0:00	2800
2/25/2004	0:00	4720.4508
2/26/2004	0:00	6245.9897
2/27/2004	0:00	5498.9385
2/28/2004	0:00	2800
2/29/2004	0:00	2800
3/1/2004	0:00	3885.6966
3/2/2004	0:00	3503.7436
3/3/2004	0:00	2800
3/4/2004	0:00	2800
3/5/2004	0:00	2800
3/6/2004	0:00	5444.9088
3/7/2004	0:00	2800
3/8/2004	0:00	3288.2986
3/9/2004	0:00	6629.4583
3/10/2004	0:00	2800
3/11/2004	0:00	3643.8237
3/12/2004	0:00	4658.5127
3/13/2004	0:00	2800
3/14/2004	0:00	2800
3/15/2004	0:00	2800
3/16/2004	0:00	2800
3/17/2004	0:00	2926.1069
3/18/2004	0:00	6468.841
3/19/2004	0:00	6285.9267
3/20/2004	0:00	2800
3/21/2004	0:00	2800
3/22/2004	0:00	2800
3/23/2004	0:00	4195.396
3/24/2004	0:00	6043.5419
3/25/2004	0:00	6764.119
3/26/2004	0:00	2800
3/27/2004	0:00	6462.8014
3/28/2004	0:00	2800
3/29/2004	0:00	2800
3/30/2004	0:00	3104.4873
3/31/2004	0:00	2800
4/1/2004	0:00	6442.8646
4/2/2004	0:00	3338.2212
4/3/2004	0:00	2800
4/4/2004	0:00	2800
4/5/2004	0:00	2800
4/6/2004	0:00	2800
4/7/2004	0:00	3132.2204
4/8/2004	0:00	2800
4/9/2004	0:00	3856.915
4/10/2004	0:00	2800
4/11/2004	0:00	2800
4/12/2004	0:00	6287.2723
4/13/2004	0:00	5932.0731
4/14/2004	0:00	3906.0449
4/15/2004	0:00	2800
4/16/2004	0:00	3175.4862
4/17/2004	0:00	6549.9511
4/18/2004	0:00	2800
4/19/2004	0:00	5180.2614
4/20/2004	0:00	2800
