;;EPA SWMM Time Series Data
;;
1/1/2004	0:00	31.5739
1/2/2004	0:00	10.4422
1/3/2004	0:00	21.0538
1/4/2004	0:00	6.5064
1/5/2004	0:00	14.4744
1/6/2004	0:00	12.0308
1/7/2004	0:00	26.6674
1/8/2004	0:00	4.7784
1/9/2004	0:00	20.5707
1/10/2004	0:00	2
1/11/2004	0:00	14.7063
1/12/2004	0:00	6.7779
1/13/2004	0:00	14.4729
1/14/2004	0:00	28.0964
1/15/2004	0:00	22.7873
1/16/2004	0:00	12.9678
1/17/2004	0:00	24.8546
1/18/2004	0:00	30.3471
1/19/2004	0:00	36.0981
1/20/2004	0:00	33.0972
1/21/2004	0:00	15.5311
1/22/2004	0:00	25.3736
1/23/2004	0:00	11.1009
1/24/2004	0:00	15.0919
1/25/2004	0:00	24.7873
1/26/2004	0:00	30.1335
1/27/2004	0:00	19.4855
1/28/2004	0:00	5.1952
1/29/2004	0:00	17.9561
1/30/2004	0:00	21.4408
1/31/2004	0:00	31.3723
2/1/2004	0:00	21.3584
2/2/2004	0:00	8.2463
2/3/2004	0:00	17.4817
2/4/2004	0:00	3.7655
2/5/2004	0:00	9.8812
2/6/2004	0:00	2
2/7/2004	0:00	20.5799
2/8/2004	0:00	15.2562
2/9/2004	0:00	33.3028
2/10/2004	0:00	26.1245
2/11/2004	0:00	6.2126
2/12/2004	0:00	2.9757
2/13/2004	0:00	23.5421
2/14/2004	0:00	19.4633
2/15/2004	0:00	32.2758
2/16/2004	0:00	26.7981
2/17/2004	0:00	25.2888
2/18/2004	0:00	25.8308
2/19/2004	0:00	24.6001
2/20/2004	0:00	24.7943
2/21/2004	0:00	4.6435
2/22/2004	0:00	28.9878
2/23/2004	0:00	15.7163
2/24/2004	0:00	21.9341
2/25/2004	0:00	2
2/26/2004	0:00	17.7895
2/27/2004	0:00	22.8711
2/28/2004	0:00	15.0401
2/29/2004	0:00	23.2287
3/1/2004	0:00	23.7639
3/2/2004	0:00	9.2927
3/3/2004	0:00	14.9906
3/4/2004	0:00	6.9818
3/5/2004	0:00	19.9404
3/6/2004	0:00	2.706
3/7/2004	0:00	24.1727
3/8/2004	0:00	20.4193
3/9/2004	0:00	13.9269
3/10/2004	0:00	2
3/11/2004	0:00	23.1852
3/12/2004	0:00	13.0569
3/13/2004	0:00	2.2391
3/14/2004	0:00	35.738
3/15/2004	0:00	3.7921
3/16/2004	0:00	11.9151
3/17/2004	0:00	7.8777
3/18/2004	0:00	21.4329
3/19/2004	0:00	11.1256
3/20/2004	0:00	31.91
3/21/2004	0:00	16.1569
3/22/2004	0:00	23.0535
3/23/2004	0:00	10.1391
3/24/2004	0:00	32.4938
3/25/2004	0:00	30.7827
3/26/2004	0:00	13.2946
3/27/2004	0:00	20.3104
3/28/2004	0:00	31.5455
3/29/2004	0:00	28.1805
3/30/2004	0:00	9.6921
3/31/2004	0:00	2
4/1/2004	0:00	6.5114
4/2/2004	0:00	32.074
4/3/2004	0:00	35.8879
4/4/2004	0:00	2.6288
4/5/2004	0:00	26.7959
4/6/2004	0:00	12.3125
4/7/2004	0:00	18.1464
4/8/2004	0:00	2
4/9/2004	0:00	25.402
4/10/2004	0:00	14.9495
4/11/2004	0:00	24.1194
4/12/2004	0:00	23.8605
4/13/2004	0:00	23.822
4/14/2004	0:00	5.5708
4/15/2004	0:00	29.8622
4/16/2004	0:00	9.0619
4/17/2004	0:00	33.1779
4/18/2004	0:00	17.8724
4/19/2004	0:00	29.0991
4/20/2004	0:00	23.176
4/21/2004	0:00	2
4/22/2004	0:00	15.4891
4/23/2004	0:00	3.7386
4/24/2004	0:00	21.0388
4/25/2004	0:00	29.9293
4/26/2004	0:00	22.0719
4/27/2004	0:00	14.6398
4/28/2004	0:00	16.6362
4/29/2004	0:00	4.4841
4/30/2004	0:00	2
5/1/2004	0:00	5.6275
5/2/2004	0:00	5.0563
5/3/2004	0:00	16.3246
5/4/2004	0:00	7.0425
5/5/2004	0:00	23.7578
5/6/2004	0:00	4.6929
5/7/2004	0:00	12.582
5/8/2004	0:00	5.0188
5/9/2004	0:00	4.834
5/10/2004	0:00	34.6988
5/11/2004	0:00	12.1106
5/12/2004	0:00	6.0445
5/13/2004	0:00	12.1722
5/14/2004	0:00	27.6884
5/15/2004	0:00	34.3793
5/16/2004	0:00	18.7757
5/17/2004	0:00	3.6166
5/18/2004	0:00	10.6914
5/19/2004	0:00	2
5/20/2004	0:00	13.6037
5/21/2004	0:00	14.8055
5/22/2004	0:00	36.3555
5/23/2004	0:00	14.1774
5/24/2004	0:00	6.4836
5/25/2004	0:00	18.6866
5/26/2004	0:00	12.3998
5/27/2004	0:00	21.2312
5/28/2004	0:00	4.0118
5/29/2004	0:00	16.2831
5/30/2004	0:00	21.3178
5/31/2004	0:00	35.6055
6/1/2004	0:00	31.7544
6/2/2004	0:00	25.7086
6/3/2004	0:00	20.3304
6/4/2004	0:00	2.9497
6/5/2004	0:00	23.8257
6/6/2004	0:00	6.4336
6/7/2004	0:00	31.5894
6/8/2004	0:00	7.1212
6/9/2004	0:00	17.7156
6/10/2004	0:00	14.8003
6/11/2004	0:00	8.6302
6/12/2004	0:00	4.8262
6/13/2004	0:00	25.3683
6/14/2004	0:00	35.7888
6/15/2004	0:00	8.0751
6/16/2004	0:00	13.5102
6/17/2004	0:00	24.5101
6/18/2004	0:00	9.0324
6/19/2004	0:00	2
6/20/2004	0:00	12.4982
6/21/2004	0:00	33.2279
6/22/2004	0:00	12.0835
6/23/2004	0:00	24.0704
6/24/2004	0:00	2
6/25/2004	0:00	8.7968
6/26/2004	0:00	8.9289
6/27/2004	0:00	13.1282
6/28/2004	0:00	30.6809
6/29/2004	0:00	14.7585
6/30/2004	0:00	14.7557
7/1/2004	0:00	7.7612
7/2/2004	0:00	19.691
7/3/2004	0:00	27.2498
7/4/2004	0:00	10.9668
7/5/2004	0:00	2
7/6/2004	0:00	27.6677
7/7/2004	0:00	9.5798
7/8/2004	0:00	17.4465
7/9/2004	0:00	19.7243
7/10/2004	0:00	16.1948
7/11/2004	0:00	33.0591
7/12/2004	0:00	26.0763
7/13/2004	0:00	24.8821
7/14/2004	0:00	27.8302
7/15/2004	0:00	2
7/16/2004	0:00	17.5003
7/17/2004	0:00	12.4269
7/18/2004	0:00	3.9957
7/19/2004	0:00	5.4304
7/20/2004	0:00	24.1408
7/21/2004	0:00	7.6541
7/22/2004	0:00	19.1182
7/23/2004	0:00	3.9011
7/24/2004	0:00	17.4642
7/25/2004	0:00	33.727
7/26/2004	0:00	6.02
7/27/2004	0:00	5.0847
7/28/2004	0:00	26.4965
7/29/2004	0:00	15.1302
7/30/2004	0:00	8.5595
7/31/2004	0:00	18.4684
8/1/2004	0:00	6.5889
8/2/2004	0:00	23.3729
8/3/2004	0:00	36.5219
8/4/2004	0:00	7.759
8/5/2004	0:00	13.4332
8/6/2004	0:00	13.9418
8/7/2004	0:00	3.76
8/8/2004	0:00	2.4612
8/9/2004	0:00	16.3279
8/10/2004	0:00	16.5041
8/11/2004	0:00	8.5842
8/12/2004	0:00	33.7056
8/13/2004	0:00	16.6934
8/14/2004	0:00	2
8/15/2004	0:00	31.4038
8/16/2004	0:00	5.3271
8/17/2004	0:00	27.838
8/18/2004	0:00	14.1501
8/19/2004	0:00	11.6173
8/20/2004	0:00	18.1927
8/21/2004	0:00	26.973
8/22/2004	0:00	23.7999
8/23/2004	0:00	7.7531
8/24/2004	0:00	2
8/25/2004	0:00	27.479
8/26/2004	0:00	2
8/27/2004	0:00	33.8601
8/28/2004	0:00	15.0038
8/29/2004	0:00	12.4209
8/30/2004	0:00	10.3122
8/31/2004	0:00	16.1483
9/1/2004	0:00	16.2977
9/2/2004	0:00	25.3139
9/3/2004	0:00	4.5591
9/4/2004	0:00	17.8794
9/5/2004	0:00	29.9384
9/6/2004	0:00	11.1391
9/7/2004	0:00	13.0916
9/8/2004	0:00	29.5078
9/9/2004	0:00	3.626
9/10/2004	0:00	36.6089
9/11/2004	0:00	32.3348
9/12/2004	0:00	27.0704
9/13/2004	0:00	2.3114
9/14/2004	0:00	2
9/15/2004	0:00	3.9726
9/16/2004	0:00	2.8281
9/17/2004	0:00	5.2747
9/18/2004	0:00	26.3332
9/19/2004	0:00	23.6508
9/20/2004	0:00	5.1561
9/21/2004	0:00	8.4533
9/22/2004	0:00	32.5604
9/23/2004	0:00	3.9303
9/24/2004	0:00	2.6841
9/25/2004	0:00	25.0197
9/26/2004	0:00	2
9/27/2004	0:00	12.49
9/28/2004	0:00	16.6878
9/29/2004	0:00	21.2103
9/30/2004	0:00	18.7332
10/1/2004	0:00	27.5804
10/2/2004	0:00	3.7285
10/3/2004	0:00	9.4026
10/4/2004	0:00	30.4621
10/5/2004	0:00	35.726
10/6/2004	0:00	6.5448
10/7/2004	0:00	2.4442
10/8/2004	0:00	19.1158
10/9/2004	0:00	27.6792
10/10/2004	0:00	18.1923
10/11/2004	0:00	14.2305
10/12/2004	0:00	2
10/13/2004	0:00	3.6229
10/14/2004	0:00	3.4348
10/15/2004	0:00	32.5326
10/16/2004	0:00	33.0759
10/17/2004	0:00	24.6237
10/18/2004	0:00	3.3846
10/19/2004	0:00	2
10/20/2004	0:00	9.5171
10/21/2004	0:00	14.3354
10/22/2004	0:00	27.3933
10/23/2004	0:00	32.8684
10/24/2004	0:00	18.9342
10/25/2004	0:00	13.9516
10/26/2004	0:00	28.1925
10/27/2004	0:00	3.7777
10/28/2004	0:00	10.5357
10/29/2004	0:00	2.4091
10/30/2004	0:00	34.2842
10/31/2004	0:00	6.3603
11/1/2004	0:00	23.4647
11/2/2004	0:00	21.841
11/3/2004	0:00	32.5815
11/4/2004	0:00	35.9394
11/5/2004	0:00	18.5646
11/6/2004	0:00	16.2798
11/7/2004	0:00	8.2993
11/8/2004	0:00	18.9327
11/9/2004	0:00	15.3945
11/10/2004	0:00	12.6107
11/11/2004	0:00	31.0949
11/12/2004	0:00	35.4309
11/13/2004	0:00	16.4949
11/14/2004	0:00	14.7744
11/15/2004	0:00	17.4586
11/16/2004	0:00	33.0255
11/17/2004	0:00	14.9037
11/18/2004	0:00	18.2204
11/19/2004	0:00	20.3544
11/20/2004	0:00	30.8874
11/21/2004	0:00	10.921
11/22/2004	0:00	33.6101
11/23/2004	0:00	10.1104
11/24/2004	0:00	2
11/25/2004	0:00	2
11/26/2004	0:00	8.77
11/27/2004	0:00	34.5596
11/28/2004	0:00	12.2097
11/29/2004	0:00	13.6401
11/30/2004	0:00	18.8947
12/1/2004	0:00	18.4307
12/2/2004	0:00	27.1102
12/3/2004	0:00	4.6466
12/4/2004	0:00	22.0002
12/5/2004	0:00	15.9884
12/6/2004	0:00	23.0644
12/7/2004	0:00	23.1527
12/8/2004	0:00	30.6269
12/9/2004	0:00	28.9242
12/10/2004	0:00	25.0601
12/11/2004	0:00	15.0064
12/12/2004	0:00	33.7925
12/13/2004	0:00	18.4968
12/14/2004	0:00	31.3835
12/15/2004	0:00	6.1624
12/16/2004	0:00	2.1958
12/17/2004	0:00	2
12/18/2004	0:00	23.4465
12/19/2004	0:00	36.1975
12/20/2004	0:00	13.6688
12/21/2004	0:00	4.0188
12/22/2004	0:00	21.8649
12/23/2004	0:00	27.0761
12/24/2004	0:00	17.8811
12/25/2004	0:00	33.0884
12/26/2004	0:00	3.7873
12/27/2004	0:00	31.1658
12/28/2004	0:00	17.2917
12/29/2004	0:00	9.0666
12/30/2004	0:00	14.472
12/31/2004	0:00	7.5035
1/1/2005	0:00	35.3533
1/2/2005	0:00	11.9086
1/3/2005	0:00	29.1162
1/4/2005	0:00	14.3103
1/5/2005	0:00	19.9645
1/6/2005	0:00	15.2306
1/7/2005	0:00	8.9337
1/8/2005	0:00	3.7576
1/9/2005	0:00	15.1734
1/10/2005	0:00	2
